"Stratum","Excluded","Arm","Se_mean","Se_lo","Se_hi","Sp_mean","Sp_lo","Sp_hi","Full_Se","Full_Sp"
"Early / subclinical keratoconus vs normal","S57","Biomechanics (Corvis ST)",0.963088004693798,0.78809746443294,0.999213513007595,0.932726051326056,0.705102781215842,0.99557254024902,NA,NA
"Early / subclinical keratoconus vs normal","S57","OCT",0.937977679260276,0.591958828118467,0.999289868213223,0.967856926053142,0.785597387748109,0.999604656949065,NA,NA
"Early / subclinical keratoconus vs normal","S61","Scheimpflug tomography",0.963734214938696,0.910478577600199,0.989312695832894,0.953292239759618,0.88725525612412,0.986782567707381,NA,NA
"Early / subclinical keratoconus vs normal","S61","Placido topography",0.629741500945377,0.171360615713163,0.944688773065228,0.904164314050144,0.578557658553674,0.994078861520386,NA,NA
"Early / subclinical keratoconus vs normal","S61","Biomechanics (Corvis ST)",0.967003225701919,0.808839188780215,0.999261938570712,0.919055944827019,0.61200646039998,0.996325195913782,NA,NA
"Early / subclinical keratoconus vs normal","S61","OCT",0.943176040131145,0.636457326876404,0.999363880068339,0.952692732125069,0.658288002049594,0.999566000501124,NA,NA
"Early / subclinical keratoconus vs normal","S45","Scheimpflug tomography",0.965532157756505,0.92275531626855,0.988484781915046,0.954603526794852,0.900570861615248,0.983594359877676,NA,NA
"Early / subclinical keratoconus vs normal","S45","Placido topography",0.63372119032364,0.192199361107059,0.936758865772972,0.908405336556794,0.61551949719418,0.993256703570457,NA,NA
"Early / subclinical keratoconus vs normal","S45","Biomechanics (Corvis ST)",0.983392094639707,0.871599662108957,0.999961919634366,0.934942167189315,0.602036389089032,0.999556336417215,NA,NA
"Early / subclinical keratoconus vs normal","S45","OCT",0.947663350482243,0.684786759362029,0.999110245213534,0.962772974859921,0.725884029915548,0.99956713238954,NA,NA
"Early / subclinical keratoconus vs normal","S55","Scheimpflug tomography",0.967022602642126,0.918293851640424,0.991108314610864,0.958674978648376,0.901518841722037,0.988088483637032,NA,NA
"Early / subclinical keratoconus vs normal","S55","Placido topography",0.630859036297742,0.175692406909099,0.94781461008149,0.903157779879975,0.60722885608788,0.99402574283033,NA,NA
"Early / subclinical keratoconus vs normal","S55","Biomechanics (Corvis ST)",0.963313849561275,0.796286333967356,0.999100763426206,0.92456328192974,0.648021667586461,0.995555521964245,NA,NA
"Early / subclinical keratoconus vs normal","S55","OCT",0.940817177617254,0.603662408728476,0.9994217768265,0.95854602727544,0.718475261506898,0.999599945624731,NA,NA
"Early / subclinical keratoconus vs normal","S54","Scheimpflug tomography",0.967329159290688,0.922484042069885,0.990802988692635,0.953850828054649,0.888538261041458,0.986499900743976,NA,NA
"Early / subclinical keratoconus vs normal","S54","Placido topography",0.616835862181243,0.159372482777056,0.943874067497337,0.901045398696743,0.58038245678297,0.994226888873651,NA,NA
"Early / subclinical keratoconus vs normal","S54","Biomechanics (Corvis ST)",0.964364858015473,0.796455216536092,0.999014103890527,0.920023362861756,0.630096955556128,0.995775385929456,NA,NA
"Early / subclinical keratoconus vs normal","S54","OCT",0.946880759298543,0.651718974494667,0.999459637058452,0.961998596928935,0.741540106689559,0.999641172624768,NA,NA
"Early / subclinical keratoconus vs normal","S67","Scheimpflug tomography",0.965010551445557,0.913042668901666,0.99043216279195,0.955238716457471,0.892079537169672,0.986864322665852,NA,NA
"Early / subclinical keratoconus vs normal","S67","Placido topography",0.628550929775848,0.161377103112587,0.944375517678104,0.904144061874028,0.591146234581846,0.99362205527795,NA,NA
"Early / subclinical keratoconus vs normal","S67","Biomechanics (Corvis ST)",0.967460953395001,0.820504217666842,0.999246762507706,0.9326359254823,0.685191114445793,0.996494535164124,NA,NA
"Early / subclinical keratoconus vs normal","S67","OCT",0.934284445446235,0.57870174717194,0.999486248844043,0.965601793599402,0.755094371809389,0.999700007130221,NA,NA
"Early / subclinical keratoconus vs normal","S39","Scheimpflug tomography",0.964687937822932,0.912691919612212,0.990235562655396,0.950589840597711,0.885453611498323,0.985000032097996,NA,NA
"Early / subclinical keratoconus vs normal","S39","Placido topography",0.625918009792315,0.167197031335286,0.947311749813149,0.907982328561557,0.590968619118544,0.994162441921296,NA,NA
"Early / subclinical keratoconus vs normal","S39","Biomechanics (Corvis ST)",0.96765656694611,0.823527303383954,0.999414371525395,0.929992635426083,0.693713894245621,0.995750643692482,NA,NA
"Early / subclinical keratoconus vs normal","S39","OCT",0.948028455667491,0.65910244864303,0.999492037583261,0.961283446842774,0.731152209732668,0.999565950606089,NA,NA
"Early / subclinical keratoconus vs normal","S50","Scheimpflug tomography",0.974906189878249,0.937601759831008,0.993518228467493,0.957548102743303,0.899893933840464,0.986629953025194,NA,NA
"Early / subclinical keratoconus vs normal","S50","Placido topography",0.628273839398495,0.160216306290671,0.947765187493822,0.906195819912172,0.601360534591162,0.9937833796559,NA,NA
"Early / subclinical keratoconus vs normal","S50","Biomechanics (Corvis ST)",0.967701076870996,0.818646968582958,0.999327112181689,0.929859911251118,0.690622135325445,0.996341939274909,NA,NA
"Early / subclinical keratoconus vs normal","S50","OCT",0.940373637086285,0.549370447114358,0.999422800684079,0.961939329068893,0.749798403996503,0.999528327149481,NA,NA
"Early / subclinical keratoconus vs normal","S40","Scheimpflug tomography",0.966124354669466,0.920996967686912,0.988952953457543,0.956604873180605,0.898229138958205,0.985906467699272,NA,NA
"Early / subclinical keratoconus vs normal","S40","Placido topography",0.631017047142334,0.19309558668271,0.940990923532634,0.909812061279951,0.61748082926399,0.994514110759494,NA,NA
"Early / subclinical keratoconus vs normal","S40","Biomechanics (Corvis ST)",0.968679821535931,0.831289758877187,0.999472478991378,0.927428767420177,0.663982201001868,0.996125031552423,NA,NA
"Early / subclinical keratoconus vs normal","S40","OCT",0.501005641112605,0.000152814056982774,0.999853535823089,0.507736331627977,0.000127416297294299,0.999877470946967,NA,NA
"Early / subclinical keratoconus vs normal","S65","Scheimpflug tomography",0.964848481950345,0.917331597743131,0.989496387691487,0.954761445165233,0.893014432902763,0.986602772309364,NA,NA
"Early / subclinical keratoconus vs normal","S65","Placido topography",0.626298823169361,0.178307542916229,0.94595727620962,0.90177151004767,0.585584725513189,0.994139746454594,NA,NA
"Early / subclinical keratoconus vs normal","S65","Biomechanics (Corvis ST)",0.967475118775929,0.821858670848017,0.999348769959358,0.924332965135673,0.646993890334315,0.995806551591094,NA,NA
"Early / subclinical keratoconus vs normal","S65","OCT",0.945847122450771,0.640908246166497,0.999514147842706,0.953859360489744,0.670744071735303,0.9994297572285,NA,NA
"Early / subclinical keratoconus vs normal","S52","Scheimpflug tomography",0.964691928183819,0.911040121895636,0.990611555664083,0.955806459024647,0.891209774930075,0.987466367994501,NA,NA
"Early / subclinical keratoconus vs normal","S52","Placido topography",0.63116561535396,0.168012566299111,0.949479096639441,0.902052583483583,0.576977486910683,0.994120020388143,NA,NA
"Early / subclinical keratoconus vs normal","S52","Biomechanics (Corvis ST)",0.970804791784349,0.828011155058533,0.99979345373538,0.921233397154099,0.639606254422415,0.996076721423783,NA,NA
"Early / subclinical keratoconus vs normal","S52","OCT",0.93988366310187,0.591400874063092,0.999457783594109,0.959105251543917,0.733580426238483,0.999586550814578,NA,NA
